id_operacion,id_tipo,id_unidad_resp,id_zona,nombre_operacion,fecha_inicio,fecha_fin,efectivos_desplegados,vehiculos_utilizados,duracion_dias,costo_operacion,resultado,detenidos,area_km2,incidentes,observaciones
462,4,24,14,OPERACIÓN SOLIDARIDAD 2024,27/01/2024,20240302,aprox 200,38,~35,"Bs.- 90,095.38",-,N/A,5000 km²,UNO,"Evacuación de familias afectadas
por crecida de ríos"
463,1,48,16,"Op. ""Soberanía"" #91",13-jun-2025,12/07/2025,aprox. 120,+5,29,"Bs.68,298",completada,aprox. 10,100 Km2,2 incidentes,Decomiso de sustancias controladas en zona operativa
464,3,34,4,OPERACIÓN ADUANA 2022,2022-06-22,24-06-2022,80 efectivos,9,2,"USD 13,297.16",Favorable,1,800 km²,uno,Coordinación con Aduana Nacional
465,6,20,11,"Op. ""Puente"" #42",6/JUL/2024,2024/08/05,50 efectivos,13,30,BS 20402,BUENO,NINGUNO,20 km²,sin incidentes,Distribución de víveres a comunidades alejadas
466,8,50,14,Operación Confluencia 2024,03-26-2024,2024/04/23,500,veinte,28,"Bs. 61,067.14",bueno,Sin detenidos,aprox. 50 km²,cero,
467,5,24,22,Op Fénix - 2023/40,06/07/2023,08-20-2023,s/d,s/d,45,489868,-,0,2000 km²,s/d,Apoyo con cortafuegos — área afectada extensa
468,4,11,13,  Solidaridad 2022  ,15-11-2022,01-12-2022,CIENTO CINCUENTA,41,16.,"USD 56,139.77",Aceptable,Sin detenidos,~5000 km²,aprox. 2,Rescate en zonas 'inundadas' por desborde
469,6,13,4,  Desarrollo 2021  ,13-dic-2021,2021/12/27,+80,8,14 días,Bs 27.457,Completada,sin detenidos,100 km2,Ninguno,
470,3,30,12,Operación Aduana 2022,20220620,20/07/2022,80.,9,+30,"Bs.117,039",en curso,,200 km²,tres,Incautación de mercadería de contrabando
471,1,45,8,OPERACIÓN AMANECER 2021,2-may-2021,2021/06/01,,,,,,,,,
472,1,47,1,Operación Frontera Segura 2021-93,07-25-2021,08-19-2021,150,once,25 días,68710.79,parcial,10 detenidos,800 km2,DOS,
473,4,13,14,OPERACIÓN VIDA 2024,2024/03/17,2024-03-28,  150  ,42.,11,369072 bolivianos,logrado,Ninguno,~200 km²,N/A,
474,4,25,14,Operación 'Emergencia',2023/02/07,2023/02/24,~150,aprox. 11,aprox. 17,"Bs.78,836",Regular,-,aprox. 200 km²,0 incidentes,"Puentes temporales instalados
por ingeniería militar"
475,4,23,14,Vida—2024,07/02/2024,04/03/2024,aprox. 200 efectivos,49,26 días,"USD 33,516.67",Bueno,-,200,(10),"Evacuación de familias afectadas
por crecida de ríos"
476,1,46,1,Op.Halcón/2025,25/05/2025,06/06/2025,aprox 250,aprox 14,12,"USD 11,938.67",completada,2 pers.,100.0,1 incidentes,"Incautación de precursores
químicos en laboratorio"
477,1,48,8,Operación Centinela 2025-95,07-31-2025,24/08/2025,,,,,,,,,
478,3,32,21,Operación 'Rastreo',01/04/2024,"abril 11, 2024",120,21,(10 días),Bs 118.149,concluida,-,300,DOS,Operativo en 'ruta del contrabando'
479,7,19,10,Operación 'Amazonia',"junio 2, 2024",2024-06-23,(100 efectivos),35 vehículos,+21,"Bs. 67,345.30",N/A,-,100,UNO,
480,1,45,16,Amanecer—2021,2021/01/16,02-10-2021,~50,5.,(25 días),"$us 15,624.18",parcialmente logrado,  15  ,150 Km2,1 incidentes,"Zona de difícil acceso, se requirió apoyo aéreo"
481,1,45,8,Op. Cóndor Dorado #97,2024/05/26,28-may-2024,,,,,,,,,
482,7,3,12,Operación 'Sajama',02/06/2023,06-08-2023,aprox. 200,29 vehículos,6,"86,513.12 Bs",no reportado,cero,aprox. 200 km²,UNO,Ejercicio de 'guerra no convencional'
483,4,24,13,Op Amparo - 2021/65,20211127,2021/12/23,aprox. 150,(18 vehículos),aprox. 26 días,"Bs 477.984,02",-,-,2000.0,tres,
484,5,22,3,Operación Verde 2025,10-28-2025,20251212,DOSCIENTOS,diez,45.,BS 301458,Muy bueno,cero,  1000 km2  ,  3  ,Apoyo con cortafuegos — área afectada extensa
485,1,49,1,OPERACIÓN TRUENO 2024,2024/12/19,28/12/2024,200,aprox. 10 vehículos,9,"USD 11,769.92",exitoso,5 det.,100,n/a,Patrullaje con apoyo de unidades caninas
486,5,12,3,"Op. ""Brasa"" #42","septiembre 28, 2025",30/10/2025,100 efectivos,aprox. 30 vehículos,32.,"Bs.- 109,386.47",satisfactorio,n/a,500 km²,0 incidentes,"Contención de incendio forestal
en zona protegida"
487,2,31,6,  Guardián 2022  ,2022/11/19,7/DIC/2022,  50  ,24 vehículos,aprox 18,"USD 12,424.98",completada,cinco,150 km2,aprox. 2,"Coordinación con fuerzas
del país vecino"
488,2,32,4,  Vigía 2021  ,27/12/2021,2021/12/31,aprox. 100,8 vehículos,aprox 4,"Bs 119.308,92",EN PROCESO,1 personas,300 km²,3,Control de 'puntos ciegos' en la frontera
489,4,25,14,Op.Esperanza/2023,04-14-2023,16/04/2023,(400 efectivos),20 vehículos,aprox 2,151875,regular,cero,100 KM2,3 inc.,"Coordinación con Defensa Civil
y municipios afectados"
490,4,12,14,Op.Refugio/2025,02-27-2025,06/04/2025,,,,,,,,,
491,1,44,8,Op. Trueno #99,04-11-2021,15-abr-2021,(300 efectivos),aprox. 21,aprox. 4,"Bs.- 85,111.40",PARCIAL,2 det.,1000 Km2,2 incidentes,Decomiso de sustancias controladas en zona operativa
492,2,34,14,OPERACIÓN GUARDIÁN 2025,20250515,05/06/2025,250,aprox 22,aprox. 21 días,"Bs.- 44,380.47",Negativo,1,800 Km2,(3),Relevo de personal en posiciones avanzadas
493,1,46,2,Op Trueno - 2023/100,20230221,"marzo 14, 2023",~80,TREINTA,~21,Sin Dato,Sin Dato,aprox. 3,50 km²,Sin Dato,"Se establecieron puntos de control
en rutas secundarias"
494,2,31,20,OPERACIÓN DEFENSA 2024,04/03/2024,2024-03-08,aprox 120,28.,+4,142513,BUENO,5 det.,aprox. 500,5 incidentes,"  Coordinación con fuerzas
del país vecino  "
495,7,44,12,Puma (julio 2021),2021/10/01,2021/10/20,cincuenta,20 vehículos,19,"38,473.95 Bs",EXITOSA,,50 km2,dos,"Maniobras de simulación
de combate en terreno montañoso"
496,8,48,11,confluencia 2021,"enero 9, 2021",2021-02-03,  100  ,36,+25,"Bs 160.526,51",bueno,NINGUNO,~500 km²,uno,
497,8,50,24,Op. UNASUR #23,2024-03-26,2024/04/24,(500 efectivos),10,29,"USD 10,095.75",POSITIVO,NINGUNO,500 Km2,Ninguno,"Intercambio de
experiencias con ejército vecino"
498,3,30,14,Operación 'Filtro',03-06-2021,1-abr-2021,80,+17,26,"Bs. 98,700.18",fallida,cero,~300 km²,aprox. 3,Incautación de mercadería de contrabando
499,5,23,7,Op Llama - 2022/43,02-10-2022,17-oct-2022,300.,aprox 35,aprox 15,436656 bolivianos,positivo,Ninguno,~1000 km²,TRES,"Contención de incendio forestal
en zona protegida"
500,7,31,6,altiplano 2022,08-05-2022,2022/06/06,aprox. 100 efectivos,aprox 25,aprox. 29,"Bs.124,357",no logrado,N/A,100 KM2,,Ejercicio táctico con fuego real
501,2,28,25,"Op. ""Patrulla"" #39",2025/06/04,26-06-2025,~100,aprox. 28,22,27832 bolivianos,Parcialmente exitoso,  2  ,200 Km2,1,"COORDINACIÓN CON FUERZAS
DEL PAÍS VECINO"
502,5,12,7,Brasa—2023,2023-10-13,"noviembre 5, 2023",500,17 vehículos,+23,294125.60,FALLIDA,NINGUNO,  2000 km2  ,3 incidentes,Flora y fauna en riesgo — operación prioritaria
503,6,48,6,Op. Puente #44,06-30-2021,29-jul-2021,VEINTE,DOCE,(29 días),BS 6318,Negativo,-,20,,Construcción de camino vecinal
504,5,12,3,"Op. ""Verde"" #45",08-05-2022,8/SEP/2022,aprox. 100,38.,aprox 34,346329.85,regular,0,aprox. 100,1,"Helicópteros utilizados para
monitoreo aéreo del fuego"
505,5,12,22,Op. Brasa #46,27-oct-2023,28-10-2023,200,~49,aprox. 1,"Bs. 499,173.14",concluida,Sin detenidos,100,DOS,Apoyo con cortafuegos — área afectada extensa
506,4,13,7,Op Vida - 2025/67,17-04-2025,12/05/2025,aprox. 400,DIECIOCHO,25,"Bs.- 314,927.99",EXITOSA,N/A,5000 km2,aprox. 3,"Puentes temporales instalados
por ingeniería militar"
507,1,45,8,Operación Amanecer 2022-101,11/ABR/2022,20220502,200,+13,~21,"Bs.129,957",en proceso,3,800.0,3 incidentes,
508,5,22,22,Op Ceniza - 2021/47,2021/11/10,20/11/2021,100,~20,DIEZ,"Bs. 204,293.37",OBJETIVO CUMPLIDO,,  1000 km2  ,2,Apoyo con cortafuegos — área afectada extensa
509,3,30,22,OPERACIÓN CANDADO 2023,2023/05/02,2023/05/22,200 efectivos,once,20,"Bs 105.216,64",no logrado,diez,800 km2,UNO,Control en punto fronterizo — resultado: no logrado
510,4,12,17,protección civil 2021,29-03-2021,13/05/2021,+200,10 vehículos,+45,"Bs 72.048,22",objetivo cumplido,Ninguno,aprox. 5000,TRES,Distribución de ayuda humanitaria
511,3,30,24,OPERACIÓN CERCO 2025,11-12-2025,2025-11-20,aprox. 150 efectivos,19,aprox. 8,"60,373.18 Bs",incompleta,1 pers.,250 KM2,-,Operativo en 'ruta del contrabando'
512,3,31,4,"Op. ""Filtro"" #74",2021/03/18,2021-04-05,aprox 100,aprox 12,18,141033,concluida,3 pers.,  800 km2  ,aprox. 1,Incautación de mercadería de contrabando
513,1,49,2,halcón 2021,12/10/2021,22/10/2021,120,14,diez,134701 bolivianos,COMPLETADA,N/A,50 km2,aprox. 5,Decomiso de sustancias controladas en zona operativa
514,1,47,1,OPERACIÓN JUSTICIA 2024,2024/08/13,2024/09/10,(80 efectivos),  19  ,28,Bs 49.549,Éxito,3 pers.,250 km²,SIN INCIDENTES,"  Zona de difícil acceso, se requirió apoyo aéreo  "
515,2,25,11,Guardián (junio 2021),08-26-2021,2/SEP/2021,(200 efectivos),aprox. 18,7 días,117356.23,fallida,  2  ,1000,Ninguno,Patrullaje de rutina sin novedades
516,3,32,23,Op.Blindaje/2025,20250805,09/08/2025,50.,~22,4,99785,completada,8 detenidos,100 KM2,(5),Mercadería retenida para verificación
517,2,32,22,Guardián—2023,20231215,2023/12/28,~80,29,TRECE,"Bs. 40,896.05",inconclusa,8,aprox. 500,(3),Control de 'puntos ciegos' en la frontera
518,3,31,14,  Barrera 2024  ,"diciembre 10, 2024",20241221,80,~9,11 días,"Bs.- 45,888.90","Sí, exitosa",Sin detenidos,aprox. 250,dos,
519,1,44,16,Operación Tormenta 2023,22/ABR/2023,2023-05-22,+100,  18  ,TREINTA,Bs 125.196,FAVORABLE,3 personas,500,1,"Se establecieron puntos de control
en rutas secundarias"
520,4,12,14,Amparo (enero 2025),9-mar-2025,20250408,150 efectivos,~17,30 días,"Bs 56.094,71",satisfactorio,sin detenidos,200 KM2,5,"PUENTES TEMPORALES INSTALADOS
POR INGENIERÍA MILITAR"
521,2,25,12,Defensa (octubre 2024),03-29-2024,09/04/2024,300.,aprox 24,11 días,"Bs.80,367","Sí, exitosa",8 det.,  300 km2  ,uno,Control de 'puntos ciegos' en la frontera
522,3,30,21,Operación 'Barrera',11-16-2022,25/NOV/2022,aprox. 100,+28,+9,94075,exitosa,3 pers.,100,1,"Decomiso de
vehículos sin documentación"
523,1,45,8,Frontera Segura—2025,20250428,20250521,,,,,,,,,
524,4,23,7,Op.Alivio/2025,23/03/2025,"abril 1, 2025",aprox. 150,+38,aprox. 9,BS 239477,sin resultados,Sin detenidos,aprox. 5000,diez,
525,3,32,23,Operación Control Total 2023,07/02/2023,2023-02-25,250,DIECINUEVE,aprox. 18,Bs 147.009,Bueno,1 personas,aprox. 500,1 inc.,  Mercadería retenida para verificación  
526,6,26,1,Desarrollo (mayo 2021),28/09/2021,17/OCT/2021,80 efectivos,8 vehículos,19.,BS 20610,FAVORABLE,-,10,cero,Construcción de camino vecinal
527,2,31,24,Op. Frontera #88,27/01/2023,"enero 31, 2023",250,26,~4,"128,804.85 Bs",-,sin detenidos,200,ninguno,Patrullaje de rutina sin novedades
528,2,28,10,Op Defensa - 2023/89,02/09/2023,04-09-2023,100.,  22  ,2,63917 bolivianos,Parcialmente exitoso,1,800 km²,Ninguno,Control de 'puntos ciegos' en la frontera
529,6,12,5,integración 2024,12/JUL/2024,23/JUL/2024,cien,quince,ONCE,"Bs.12,666",exitosa,Ninguno,10,N/A,Apoyo en festividad 'patronal' del municipio
530,4,13,22,Op. Vida #71,6/FEB/2025,18/MAR/2025,(200 efectivos),CINCUENTA,40,188385 bolivianos,Objetivo cumplido,ninguno,2000 KM2,aprox. 10,"Puentes temporales instalados
por ingeniería militar"
531,1,44,16,Op Águila - 2024/106,03-29-2024,25/04/2024,(120 efectivos),TREINTA,27,BS 65989,EN PROCESO,1 det.,150 KM2,aprox. 1,Resultado: 'EN PROCESO' según informe final
532,6,5,25,Desarrollo—2021,"julio 4, 2021",07-22-2021,50,+5,aprox 18,21256,negativo,,20 KM2,,
533,1,45,2,Op.Escudo/2022,4/JUL/2022,27/07/2022,aprox. 120,(22 vehículos),23,93373 bolivianos,BUENO,3 det.,300 KM2,1 incidentes,
534,7,33,5,Chaco—2025,02-01-2025,20250201,aprox. 50,32.,(30 días),134650 bolivianos,resultado positivo,sin detenidos,100,1,Ejercicio táctico con fuego real
535,4,24,14,Esperanza—2021,02-25-2021,2021/03/10,  500  ,  17  ,  13  ,Bs 201.044,Incompleta,Ninguno,200 KM2,1 incidentes,
536,4,24,7,Operación Solidaridad 2022-73,28-ene-2022,2022/02/11,200,15,CATORCE,"Bs. 126,602.92",parcialmente logrado,,5000 km²,10 inc.,"  Evacuación de familias afectadas
por crecida de ríos  "
537,2,34,14,Op. Frontera #90,13/10/2024,2024/10/15,+250,aprox. 5 vehículos,aprox. 2,BS 63604,INCOMPLETA,2 personas,aprox. 100 km²,sin incidentes,Patrullaje de rutina sin novedades
538,2,31,22,Operación 'Protección',2021-09-05,17/09/2021,100,19 vehículos,12,"Bs 45.575,02",Objetivo cumplido,aprox. 8,100 km2,-,"Se detectó movimiento sospechoso
en zona limítrofe"
539,2,41,5,Patrulla (mayo 2025),02-02-2025,2025-02-21,100.,26 vehículos,(19 días),132285 bolivianos,EN PROCESO,0,  1000 km2  ,aprox. 5,Control de 'puntos ciegos' en la frontera
540,4,23,7,OPERACIÓN AMPARO 2021,"enero 28, 2021",2021/02/17,300 efectivos,  30  ,aprox 20,"Bs.- 248,650.96",Incompleta,NINGUNO,100,(10),"Coordinación con Defensa Civil
y municipios afectados"
541,7,10,23,Tunari (octubre 2021),23/06/2021,20210709,(300 efectivos),veinticinco,(16 días),94118,Éxito,Ninguno,100 Km2,SIN INCIDENTES,Entrenamiento de supervivencia en selva
542,7,14,10,sajama 2025,07-02-2025,2025-07-19,100,27,17,"Bs 179.427,24",Bueno,0 personas,  100 km2  ,Sin incidentes,  Evaluación de capacidades operativas  
543,1,48,8,Op Cóndor Dorado - 2025/108,11-may-2025,2025/05/12,,,,,,,,,
544,8,34,4,Op UNASUR - 2021/24,03-14-2021,20210406,trescientos,+8,23,22285,No reportado,,200 Km2,Ninguno,Observadores internacionales presentes
545,3,32,11,Operación 'Interceptor',12/10/2022,21/10/2022,aprox 100,22,~9,Bs 140.711,EN PROCESO,Ninguno,250.0,ninguno,"Decomiso de
vehículos sin documentación"
546,1,47,2,OPERACIÓN JUSTICIA 2023,4/SEP/2023,"septiembre 26, 2023",  250  ,21,+22,"$us 7,318.67",negativo,  2  ,500,uno,Resultado: 'negativo' según informe final
547,2,34,21,Op Vigía - 2024/93,09-11-2024,2024/11/20,150 efectivos,aprox 15,  11  ,Bs 40.014,positivo,15 det.,500 km2,3 incidentes,Control de 'puntos ciegos' en la frontera
548,7,11,7,chaco 2025,04-05-2025,20250517,aprox. 200,23.,(13 días),"Bs. 34,206.50",S/N,-,100,,Entrenamiento de supervivencia en selva
549,3,40,22,Op.Filtro/2025,04/07/2025,26/07/2025,+250,  29  ,22,"Bs. 69,880.48",sin resultados,aprox. 1,300 km2,cero,Ref. Op. 2025-22: Control en punto fronterizo — resultado: sin resultados
550,2,32,23,Op.Vigilancia/2022,07-26-2022,2022/08/10,  120  ,17.,15 días,"Bs. 119,214.29",Aceptable,0,aprox. 50 km²,uno,RELEVO DE PERSONAL EN POSICIONES AVANZADAS
551,2,28,22,  Control 2024  ,20/04/2024,2024/05/02,150,aprox. 18,12,47600,POSITIVO,5 pers.,100,  1  ,
552,7,42,15,OPERACIÓN TUNARI 2022,20220907,20221006,aprox. 50 efectivos,+5,29,"Bs. 87,349.27",en proceso,NINGUNO,aprox. 50 km²,Ninguno,  Evaluación de capacidades operativas  
553,3,34,22,  Blindaje 2021  ,30/12/2021,31/12/2021,50,9.,  1  ,"Bs. 118,496.97",Favorable,8 personas,~500 km²,-,Coordinación con Aduana Nacional
554,1,47,1,Operación 'Justicia',08-09-2024,09-01-2024,200.,aprox. 9,aprox 23,"Bs.125,887",en proceso,3 personas,300 km2,1,"Zona de difícil acceso, se requirió apoyo aéreo"
555,1,44,16,Tormenta (junio 2023),25/06/2023,20230720,aprox 100,nueve,(25 días),32997.68,sin dato,aprox. 1,50 km2,1 incidentes,"Operación coordinada con
FELCN y Policía Nacional"
556,1,50,2,Justicia—2025,03/08/2025,02/09/2025,TRESCIENTOS,14 vehículos,treinta,61046.40,"Sí, exitosa",2 det.,300 KM2,aprox. 1,Patrullaje con apoyo de unidades caninas
557,3,40,21,Barrera—2023,2023/12/15,2023-12-31,aprox 250,  17  ,DIECISÉIS,37313.90,FAVORABLE,  3  ,  100 km2  ,2 inc.,
558,8,34,24,Op. Fraternidad #25,19/JUN/2024,9/JUL/2024,(300 efectivos),aprox. 26,20 días,BS 87074,negativo,N/A,50,1 incidentes,"Intercambio de
experiencias con ejército vecino"
559,3,41,24,Operación 'Interceptor',24/12/2025,12-25-2025,aprox. 50 efectivos,15,aprox. 1 días,106502,Incompleta,  10  ,800 Km2,0 incidentes,Coordinación con Aduana Nacional
560,7,17,11,Op. Tunari #59,27-may-2021,11/JUN/2021,50 efectivos,24,15 días,"$us 10,324.59",SATISFACTORIO,-,500,0 incidentes,Ejercicio táctico con fuego real
561,4,10,7,Auxilio—2023,20/11/2023,"noviembre 22, 2023",aprox 100,23 vehículos,2.,238255.01,Logrado,NINGUNO,100 Km2,1,"Ref. Op. 2023-7: Evacuación de familias afectadas
por crecida de ríos"
562,1,44,16,Frontera Segura (enero 2023),"junio 7, 2023",24/JUN/2023,120 efectivos,seis,(17 días),"Bs. 52,222.56",No reportado,3,  800 km2  ,DOS,"Incautación de precursores
químicos en laboratorio"
563,1,49,2,OPERACIÓN CÓNDOR DORADO 2021,2021-06-02,21/06/2021,aprox. 300,doce,(19 días),"$us 13,220.46",resultado positivo,3 personas,200,  8  ,Decomiso de sustancias controladas en zona operativa
564,7,8,7,Operación Puma 2024,11-19-2024,20241208,aprox 300,~28,aprox. 19,"USD 16,496.15",exitosa,Ninguno,100,Ninguno,Evaluación de capacidades operativas
565,3,34,11,Blindaje (diciembre 2022),14/01/2022,2022/01/28,aprox 80,aprox. 18 vehículos,aprox. 14 días,BS 122623,en proceso,aprox. 20,200 km²,tres,"Decomiso de
vehículos sin documentación"
566,3,30,4,Operación Blindaje 2024-84,30/11/2024,29/12/2024,,,,,,,,,
567,4,10,13,protección civil 2025,20251031,20251209,200,26.,+39,368720,no logrado,0,200 km2,2,
568,7,48,14,"Op. ""Puma"" #61",09-12-2024,2024-12-31,doscientos,11,  22  ,"Bs 98.134,12",satisfactorio,sin detenidos,50 Km2,ninguno,Ejercicio táctico con fuego real
569,2,28,5,Op Defensa - 2023/96,18/11/2023,20231211,aprox. 300,~11,aprox. 23 días,Bs 16.479,EXITOSA,10 pers.,300 km2,0 incidentes,Control de 'puntos ciegos' en la frontera
570,5,10,3,Op.Verde/2021,20210725,06-09-2021,CIENTO CINCUENTA,aprox. 19,43,BS 77558,logrado,N/A,5000 Km2,5,Coordinación con 'bomberos forestales' y voluntarios
571,4,24,13,Op Protección Civil - 2022/75,5-ago-2022,25/AGO/2022,QUINIENTOS,aprox. 50,(20 días),"Bs. 118,795.83",Regular,Sin detenidos,200,3 incidentes,
572,2,25,21,Operación Patrulla 2023-97,08-26-2023,05/09/2023,+200,  22  ,aprox 10,"Bs. 147,256.97",En proceso,aprox. 1,aprox. 100 km²,1 incidentes,Relevo de personal en posiciones avanzadas
573,2,34,13,Guardián (junio 2024),20240505,05-28-2024,aprox. 150,diecinueve,23,"USD 18,517.10",favorable,10 personas,250 KM2,cinco,"Coordinación con fuerzas
del país vecino"
574,5,11,7,Operación 'Sofocación',2025-06-24,08-08-2025,  400  ,18.,45,82549 bolivianos,resultado positivo,sin detenidos,100.0,2,Coordinación con 'bomberos forestales' y voluntarios
575,4,12,7,Op. Solidaridad #76,09/05/2022,14/05/2022,400,aprox. 39,5 días,BS 493529,fallida,cero,500 km2,  10  ,"Puentes temporales instalados
por ingeniería militar"
576,4,22,7,OPERACIÓN RESCATE 2023,07-12-2023,31-dic-2023,150 efectivos,  34  ,aprox. 24,52535 bolivianos,sin éxito,Ninguno,2000 km²,10 incidentes,"Evacuación de familias afectadas
por crecida de ríos"
577,3,34,14,Op Aduana - 2023/85,"noviembre 29, 2023",29/12/2023,aprox. 80 efectivos,26,aprox. 30,"Bs 112.642,74",SATISFACTORIO,2 pers.,250 km2,ninguno,Incautación de mercadería de contrabando
578,5,24,18,Operación 'Llama',"septiembre 3, 2022",2022/09/30,~200,  45  ,27.,Bs 216.430,sin éxito,sin detenidos,aprox. 200,DIEZ,"Contención de incendio forestal
en zona protegida"
579,1,50,1,OPERACIÓN JUSTICIA 2022,25-02-2022,2022/03/03,80 efectivos,aprox 23,(6 días),133422.27,S/N,aprox. 2,aprox. 1000,0 incidentes,Operación nocturna — visibilidad reducida
580,7,22,24,Op Sajama - 2023/62,06-07-2023,15-07-2023,100,aprox. 36,nueve,79608.97,bueno,N/A,  1000 km2  ,2 incidentes,
581,3,39,24,  Blindaje 2023  ,8-nov-2023,2023-12-05,250,+19,  27  ,"Bs.- 118,858.15",positivo,5 det.,50.0,  8  ,Coordinación con Aduana Nacional
582,8,31,4,Operación Integración Regional 2021,17/SEP/2021,10-05-2021,50 efectivos,  26  ,18,"Bs 122.755,80",exitoso,0,500,2 inc.,
583,3,34,12,"Op. ""Aduana"" #87",26-dic-2023,31-dic-2023,aprox. 200,DIECIOCHO,~5,"Bs. 31,888.56",Muy bueno,aprox. 5,800,1,
584,2,32,4,Op. Protección #99,13-nov-2023,2023/12/04,aprox. 120 efectivos,aprox 16,21,"Bs 135.465,38",Positivo,1,500 km2,8,S/N
585,1,46,16,Centinela—2023,20230307,03-21-2023,150,(25 vehículos),aprox. 14 días,"Bs.35,523",-,20 det.,500 KM2,aprox. 1,Patrullaje con apoyo de unidades caninas
586,8,34,21,OPERACIÓN FRATERNIDAD 2021,11-25-2021,"diciembre 6, 2021",50.,aprox. 23,aprox 11,"175,243.36 Bs",-,NINGUNO,500,sin incidentes,Operación conjunta 'Cooperación Sur-Sur'
587,1,44,1,"Op. ""Patria"" #117",2023/05/05,05-20-2023,(120 efectivos),23 vehículos,15,"115,745.50 Bs",SIN RESULTADOS,10 detenidos,800,-,"Incautación de precursores
químicos en laboratorio"
588,7,38,10,Op Tunari - 2021/63,20210608,18/06/2021,aprox. 500,aprox 10,(10 días),171561 bolivianos,"Sí, exitosa",n/a,1000 KM2,2,Entrenamiento de supervivencia en selva
589,1,49,1,  Trueno 2021  ,03/05/2021,16/05/2021,aprox. 100 efectivos,8 vehículos,aprox 13,"USD 20,448.01",SIN RESULTADOS,NINGUNO,1000,cero,Resultado: 'SIN RESULTADOS' según informe final
590,3,39,11,Blindaje (mayo 2024),10/12/2024,16/DIC/2024,  150  ,7,+6,"Bs.- 34,714.97",Logrado,NINGUNO,200 km2,aprox. 3,Coordinación con Aduana Nacional
591,7,18,24,OPERACIÓN SAJAMA 2021,"diciembre 7, 2021",12-29-2021,50,12 vehículos,~22,"Bs 101.807,67",completada,N/A,~50 km²,SIN INCIDENTES,Ejercicio de 'guerra no convencional'
592,3,30,11,Blindaje (octubre 2021),"septiembre 19, 2021",11-10-2021,(100 efectivos),aprox. 19,22,"USD 7,827.68",sin resultados,3 personas,100,Sin incidentes,
593,3,39,12,Op. Interceptor #90,09-10-2022,20221108,50 efectivos,(5 vehículos),aprox 30,Bs 92.016,parcial,1 detenidos,800 km2,SIN INCIDENTES,  Operativo en 'ruta del contrabando'  
594,2,25,6,Patrulla (agosto 2024),13-ago-2024,21-ago-2024,aprox 200,(21 vehículos),OCHO,62885.44,Satisfactorio,veinte,500,(3),Relevo de personal en posiciones avanzadas
595,7,47,15,illimani 2024,25-jun-2024,20240723,doscientos,36,aprox 28,"Bs.- 37,702.84",no reportado,ninguno,100.0,2 incidentes,
596,4,11,7,Operación 'Amparo',20240307,04-15-2024,,,,,,,,,
597,5,24,18,"Op. ""Verde"" #51",2021/10/22,02-11-2021,100 efectivos,veinte,11,"Bs.291,384",favorable,-,500 Km2,cero,"  Contención de incendio forestal
en zona protegida  "
